Frm_SN,To_SN,Procuct_Id,Sys_Date,Qty,SI,So_Id,Usr_Id
X9C95124402240,X9C95124402240,31030127102,20200415,1,ZJ200414,,12036378
X9C95124402201,X9C95124402239,31030127102,20200415,39,ZJ200414,,12036378
X9F95159602401,X9F95159602440,31030127102,20200415,40,ZJ200414,,12036378
X9F95159604321,X9F95159604360,31030127102,20200415,40,ZJ200414,,12036378
X9F95159604561,X9F95159604600,31030127102,20200415,40,ZJ200414,,12036378
X9E95259800201,X9E95259800240,31030127102,20200415,40,ZJ200414,,12036378
X9F95159602841,X9F95159602880,31030127102,20200415,40,ZJ200414,,12036378
X9C95124403401,X9C95124403440,31030127102,20200415,40,ZJ200414,,12036378
X9C95124402801,X9C95124402840,31030127102,20200415,40,ZJ200414,,12036378
X9J95307202881,X9J95307202920,31030127102,20200415,40,ZJ200414,,12036378
X9F95159602641,X9F95159602680,31030127102,20200415,40,ZJ200414,,12036378
X9J95307202601,X9J95307202640,31030127102,20200415,40,ZJ200414,,12036378
X9E95259800361,X9E95259800400,31030127102,20200415,40,ZJ200414,,12036378
X9C95124402321,X9C95124402360,31030127102,20200415,40,ZJ200414,,12036378
X9F95159601601,X9F95159601640,31030127102,20200415,40,ZJ200414,,12036378
X9F95159604801,X9F95159604840,31030127102,20200415,40,ZJ200414,,12036378
X9C95124402841,X9C95124402880,31030127102,20200415,40,ZJ200414,,12036378
X9F95159603361,X9F95159603400,31030127102,20200415,40,ZJ200414,,12036378
X9F95159603121,X9F95159603160,31030127102,20200415,40,ZJ200414,,12036378
X9C95124402001,X9C95124402040,31030127102,20200415,40,ZJ200414,,12036378
X9F95159603921,X9F95159603960,31030127102,20200415,40,ZJ200414,,12036378
X9F95159604601,X9F95159604640,31030127102,20200415,40,ZJ200414,,12036378
X9E95259800281,X9E95259800320,31030127102,20200415,40,ZJ200414,,12036378
X9C95124403441,X9C95124403480,31030127102,20200415,40,ZJ200414,,12036378
X9C95124402641,X9C95124402680,31030127102,20200415,40,ZJ200414,,12036378
X9F95159604681,X9F95159604720,31030127102,20200415,40,ZJ200414,,12036378
X9C95124402601,X9C95124402640,31030127102,20200415,40,ZJ200414,,12036378
X9C95124402881,X9C95124402920,31030127102,20200415,40,ZJ200414,,12036378
X9F95159602321,X9F95159602360,31030127102,20200415,40,ZJ200414,,12036378
X9E95259800641,X9E95259800680,31030127102,20200415,40,ZJ200414,,12036378
X9F95159601001,X9F95159601040,31030127102,20200415,40,ZJ200414,,12036378
37K94516608095,37K94516608095,31030127102,20200415,1,ZJ200414,,12036378
37K94516608096,37K94516608096,31030127102,20200415,1,ZJ200414,,12036378
37K94516608097,37K94516608097,31030127102,20200415,1,ZJ200414,,12036378
37K94516608098,37K94516608098,31030127102,20200415,1,ZJ200414,,12036378
37K94516608099,37K94516608099,31030127102,20200415,1,ZJ200414,,12036378
37K94516608085,37K94516608085,31030127102,20200415,1,ZJ200414,,12036378
37K94516608087,37K94516608087,31030127102,20200415,1,ZJ200414,,12036378
37K94516608086,37K94516608086,31030127102,20200415,1,ZJ200414,,12036378
37K94516608088,37K94516608088,31030127102,20200415,1,ZJ200414,,12036378
37K94516608089,37K94516608089,31030127102,20200415,1,ZJ200414,,12036378
37K94516608091,37K94516608091,31030127102,20200415,1,ZJ200414,,12036378
37K94516608090,37K94516608090,31030127102,20200415,1,ZJ200414,,12036378
39H95324600041,39H95324600080,31030136102,20200415,40,ZJ200414,,12057897
39H95324600121,39H95324600160,31030136102,20200415,40,ZJ200414,,12057897
39H95324600161,39H95324600200,31030136102,20200415,40,ZJ200414,,12057897
39H95324600281,39H95324600320,31030136102,20200415,40,ZJ200414,,12057897
39H95324600361,39H95324600400,31030136102,20200415,40,ZJ200414,,12057897
39H95324600241,39H95324600280,31030136102,20200415,40,ZJ200414,,12057897
39H95324600201,39H95324600240,31030136102,20200415,40,ZJ200414,,12057897
36K93557500941,36K93557500941,31030136102,20200415,1,ZJ200414,,12057897
36K93557500942,36K93557500942,31030136102,20200415,1,ZJ200414,,12057897
36K93557500944,36K93557500944,31030136102,20200415,1,ZJ200414,,12057897
36K93557500943,36K93557500943,31030136102,20200415,1,ZJ200414,,12057897
36K93557500945,36K93557500945,31030136102,20200415,1,ZJ200414,,12057897
36K93557500946,36K93557500946,31030136102,20200415,1,ZJ200414,,12057897
36K93557500947,36K93557500947,31030136102,20200415,1,ZJ200414,,12057897
36K93557500949,36K93557500949,31030136102,20200415,1,ZJ200414,,12057897
36K93557500948,36K93557500948,31030136102,20200415,1,ZJ200414,,12057897
36K93557500921,36K93557500921,31030136102,20200415,1,ZJ200414,,12057897
36K93557500938,36K93557500938,31030136102,20200415,1,ZJ200414,,12057897
36K93557500937,36K93557500937,31030136102,20200415,1,ZJ200414,,12057897
36K93557500939,36K93557500939,31030136102,20200415,1,ZJ200414,,12057897
36K93557500956,36K93557500956,31030136102,20200415,1,ZJ200414,,12057897
36K93557500957,36K93557500957,31030136102,20200415,1,ZJ200414,,12057897
36K93557500958,36K93557500958,31030136102,20200415,1,ZJ200414,,12057897
36K93557500959,36K93557500959,31030136102,20200415,1,ZJ200414,,12057897
36K93557500954,36K93557500954,31030136102,20200415,1,ZJ200414,,12057897
36K93557500955,36K93557500955,31030136102,20200415,1,ZJ200414,,12057897
36K93557500936,36K93557500936,31030136102,20200415,1,ZJ200414,,12057897
36K93557500935,36K93557500935,31030136102,20200415,1,ZJ200414,,12057897
36K93557500934,36K93557500934,31030136102,20200415,1,ZJ200414,,12057897
36K93557500933,36K93557500933,31030136102,20200415,1,ZJ200414,,12057897
36K93557500932,36K93557500932,31030136102,20200415,1,ZJ200414,,12057897
36K93557500922,36K93557500922,31030136102,20200415,1,ZJ200414,,12057897
36K93557500931,36K93557500931,31030136102,20200415,1,ZJ200414,,12057897
36K93557500926,36K93557500926,31030136102,20200415,1,ZJ200414,,12057897
36K93557500927,36K93557500927,31030136102,20200415,1,ZJ200414,,12057897
36K93557500928,36K93557500928,31030136102,20200415,1,ZJ200414,,12057897
36K93557500940,36K93557500940,31030136102,20200415,1,ZJ200414,,12057897
36K93557500950,36K93557500950,31030136102,20200415,1,ZJ200414,,12057897
36K93557500951,36K93557500951,31030136102,20200415,1,ZJ200414,,12057897
36K93557500952,36K93557500952,31030136102,20200415,1,ZJ200414,,12057897
36K93557500953,36K93557500953,31030136102,20200415,1,ZJ200414,,12057897
36K93557500930,36K93557500930,31030136102,20200415,1,ZJ200414,,12057897
36K93557500923,36K93557500923,31030136102,20200415,1,ZJ200414,,12057897
36K93557500924,36K93557500924,31030136102,20200415,1,ZJ200414,,12057897
36K93557500925,36K93557500925,31030136102,20200415,1,ZJ200414,,12057897
36K93557500929,36K93557500929,31030136102,20200415,1,ZJ200414,,12057897
X9L95364901501,X9L95364901600,31010116105,20200415,100,ZJ200414,,12057897
X9L95364901001,X9L95364901100,31010116105,20200415,100,ZJ200414,,12057897
X9L95364900401,X9L95364900500,31010116105,20200415,100,ZJ200414,,12057897
X9L95302201401,X9L95302201500,31010116105,20200415,100,ZJ200414,,12057897
X9L95364900901,X9L95364901000,31010116105,20200415,100,ZJ200414,,12057897
X9L95364900101,X9L95364900200,31010116105,20200415,100,ZJ200414,,12057897
X9L95364901801,X9L95364901900,31010116105,20200415,100,ZJ200414,,12057897
X9L95364901601,X9L95364901700,31010116105,20200415,100,ZJ200414,,12057897
X9L95364901201,X9L95364901300,31010116105,20200415,100,ZJ200414,,12057897
X9L95364901901,X9L95364902000,31010116105,20200415,100,ZJ200414,,12057897
X9L95364901301,X9L95364901400,31010116105,20200415,100,ZJ200414,,12057897
X9L95364901701,X9L95364901800,31010116105,20200415,100,ZJ200414,,12057897
X9L95370200421,X9L95370200440,31030114112,20200415,20,ZJ200414,,12057897
X9L95370200921,X9L95370200940,31030114112,20200415,20,ZJ200414,,12057897
X9L95370200861,X9L95370200880,31030114112,20200415,20,ZJ200414,,12057897
X9L95370200641,X9L95370200660,31030114112,20200415,20,ZJ200414,,12057897
X9L95370200341,X9L95370200360,31030114112,20200415,20,ZJ200414,,12057897
X9L95370200961,X9L95370200980,31030114112,20200415,20,ZJ200414,,12057897
X9L95370200841,X9L95370200860,31030114112,20200415,20,ZJ200414,,12057897
X9L95370200681,X9L95370200700,31030114112,20200415,20,ZJ200414,,12057897
X9L95370200501,X9L95370200520,31030114112,20200415,20,ZJ200414,,12057897
