Frm_SN,To_SN,Procuct_Id,Sys_Date,Qty,SI,So_Id,Usr_Id
X0A95447100901,X0A95447101000,31010105107,20200414,100,20100110,,12040303
X0A95447100201,X0A95447100300,31010105107,20200414,100,20100110,,12040303
X0A95447100101,X0A95447100200,31010105107,20200414,100,20100110,,12040303
X0A95366300301,X0A95366300400,31010105107,20200414,100,20100110,,12040303
X9K95346900301,X9K95346900400,31010105107,20200414,100,20100110,,12040303
X0A95447100401,X0A95447100500,31010105107,20200414,100,20100110,,12040303
X0A95447100601,X0A95447100700,31010105107,20200414,100,20100110,,12040303
X0A95366300401,X0A95366300500,31010105107,20200414,100,20100110,,12040303
X9K95346900101,X9K95346900200,31010105107,20200414,100,20100110,,12040303
X0A95366300201,X0A95366300300,31010105107,20200414,100,20100110,,12040303
X0A95366300001,X0A95366300100,31010105107,20200414,100,20100110,,12040303
X0A95366300801,X0A95366300900,31010105107,20200414,100,20100110,,12040303
X0A95366300701,X0A95366300800,31010105107,20200414,100,20100110,,12040303
X0A95366300601,X0A95366300700,31010105107,20200414,100,20100110,,12040303
X9L95302500701,X9L95302500800,31010116107,20200414,100,20100110,,12040303
X9K95256801601,X9K95256801700,31010116107,20200414,100,20100110,,12040303
X9K95256800301,X9K95256800400,31010116107,20200414,100,20100110,,12040303
X9L95302502901,X9L95302503000,31010116107,20200414,100,20100110,,12040303
X9L95302502701,X9L95302502800,31010116107,20200414,100,20100110,,12040303
X9L95302503601,X9L95302503700,31010116107,20200414,100,20100110,,12040303
X9L95302502201,X9L95302502300,31010116107,20200414,100,20100110,,12040303
X9L95302500301,X9L95302500400,31010116107,20200414,100,20100110,,12040303
X9L95302504701,X9L95302504800,31010116107,20200414,100,20100110,,12040303
X9K95256801901,X9K95256802000,31010116107,20200414,100,20100110,,12040303
X9K95256801001,X9K95256801100,31010116107,20200414,100,20100110,,12040303
X9L95302500601,X9L95302500700,31010116107,20200414,100,20100110,,12040303
X9L95302504601,X9L95302504700,31010116107,20200414,100,20100110,,12040303
X9L95302504101,X9L95302504200,31010116107,20200414,100,20100110,,12040303
X9L95302500801,X9L95302500900,31010116107,20200414,100,20100110,,12040303
X9L95302501401,X9L95302501500,31010116107,20200414,100,20100110,,12040303
X9L95302503701,X9L95302503800,31010116107,20200414,100,20100110,,12040303
X9L95302503301,X9L95302503400,31010116107,20200414,100,20100110,,12040303
X9L95302503501,X9L95302503600,31010116107,20200414,100,20100110,,12040303
X9K95256802401,X9K95256802500,31010116107,20200414,100,20100110,,12040303
X9K95256802201,X9K95256802300,31010116107,20200414,100,20100110,,12040303
X9K95256802101,X9K95256802200,31010116107,20200414,100,20100110,,12040303
X9L95302500001,X9L95302500100,31010116107,20200414,100,20100110,,12040303
X9L95302503001,X9L95302503100,31010116107,20200414,100,20100110,,12040303
X9K95256802001,X9K95256802100,31010116107,20200414,100,20100110,,12040303
X9K95256803901,X9K95256804000,31010116107,20200414,100,20100110,,12040303
X9K95256803401,X9K95256803500,31010116107,20200414,100,20100110,,12040303
X9K95256803201,X9K95256803300,31010116107,20200414,100,20100110,,12040303
X9K95256802501,X9K95256802600,31010116107,20200414,100,20100110,,12040303
X9L95302503801,X9L95302503900,31010116107,20200414,100,20100110,,12040303
X9K95256803101,X9K95256803200,31010116107,20200414,100,20100110,,12040303
X9L95302500101,X9L95302500200,31010116107,20200414,100,20100110,,12040303
X9K95256800101,X9K95256800200,31010116107,20200414,100,20100110,,12040303
X9L95302501201,X9L95302501300,31010116107,20200414,100,20100110,,12040303
X9L95302500901,X9L95302501000,31010116107,20200414,100,20100110,,12040303
X9L95302502401,X9L95302502500,31010116107,20200414,100,20100110,,12040303
X9K95256802701,X9K95256802800,31010116107,20200414,100,20100110,,12040303
X9K95256802601,X9K95256802700,31010116107,20200414,100,20100110,,12040303
X9K95256802301,X9K95256802400,31010116107,20200414,100,20100110,,12040303
X9K95256803601,X9K95256803700,31010116107,20200414,100,20100110,,12040303
X9K95256802801,X9K95256802900,31010116107,20200414,100,20100110,,12040303
X9K95256803301,X9K95256803400,31010116107,20200414,100,20100110,,12040303
X9L95302501301,X9L95302501400,31010116107,20200414,100,20100110,,12040303
X9L95302502601,X9L95302502700,31010116107,20200414,100,20100110,,12040303
X9L95302503901,X9L95302504000,31010116107,20200414,100,20100110,,12040303
X9K95256803501,X9K95256803600,31010116107,20200414,100,20100110,,12040303
X9K95256802901,X9K95256803000,31010116107,20200414,100,20100110,,12040303
X9K95256803001,X9K95256803100,31010116107,20200414,100,20100110,,12040303
X9K95256803701,X9K95256803800,31010116107,20200414,100,20100110,,12040303
X9K95256800801,X9K95256800900,31010116107,20200414,100,20100110,,12040303
X9K95256800701,X9K95256800800,31010116107,20200414,100,20100110,,12040303
X9K95256800201,X9K95256800300,31010116107,20200414,100,20100110,,12040303
X9L95302503101,X9L95302503200,31010116107,20200414,100,20100110,,12040303
X9L95302500401,X9L95302500500,31010116107,20200414,100,20100110,,12040303
X9L95302501901,X9L95302502000,31010116107,20200414,100,20100110,,12040303
X9L95302503401,X9L95302503500,31010116107,20200414,100,20100110,,12040303
X9L95302501101,X9L95302501200,31010116107,20200414,100,20100110,,12040303
X9L95302502501,X9L95302502600,31010116107,20200414,100,20100110,,12040303
X9K95256801101,X9K95256801200,31010116107,20200414,100,20100110,,12040303
X9L95302502101,X9L95302502200,31010116107,20200414,100,20100110,,12040303
X9K95256800001,X9K95256800100,31010116107,20200414,100,20100110,,12040303
X9L95302502001,X9L95302502100,31010116107,20200414,100,20100110,,12040303
X9L95302502801,X9L95302502900,31010116107,20200414,100,20100110,,12040303
X9L95302501001,X9L95302501100,31010116107,20200414,100,20100110,,12040303
X9L95302503201,X9L95302503300,31010116107,20200414,100,20100110,,12040303
X0C95403901601,X0C95403901700,31010238100,20200414,100,20100110,,12040303
X0C95403900101,X0C95403900200,31010238100,20200414,100,20100110,,12040303
X0C95403901401,X0C95403901500,31010238100,20200414,100,20100110,,12040303
X0C95403900001,X0C95403900100,31010238100,20200414,100,20100110,,12040303
X0C95403901201,X0C95403901300,31010238100,20200414,100,20100110,,12040303
X0C95403901901,X0C95403902000,31010238100,20200414,100,20100110,,12040303
X0C95403901001,X0C95403901100,31010238100,20200414,100,20100110,,12040303
X0C95403901701,X0C95403901800,31010238100,20200414,100,20100110,,12040303
X0C95403900801,X0C95403900900,31010238100,20200414,100,20100110,,12040303
X0C95403900201,X0C95403900300,31010238100,20200414,100,20100110,,12040303
X9L95366500301,X9L95366500400,31010105110,20200414,100,20100110,,12040303
X9L95366500601,X9L95366500700,31010105110,20200414,100,20100110,,12040303
X9L95366500201,X9L95366500300,31010105110,20200414,100,20100110,,12040303
X9L95366500701,X9L95366500800,31010105110,20200414,100,20100110,,12040303
X9L95366500401,X9L95366500500,31010105110,20200414,100,20100110,,12040303
X9L95366500101,X9L95366500200,31010105110,20200414,100,20100110,,12040303
X9L95366500001,X9L95366500100,31010105110,20200414,100,20100110,,12040303
X0C95520900101,X0C95520900200,31010116112,20200414,100,20100110,,12040303
X9L95365500701,X9L95365500800,31010116112,20200414,100,20100110,,12040303
X9L95365500401,X9L95365500500,31010116112,20200414,100,20100110,,12040303
X0C95520900701,X0C95520900800,31010116112,20200414,100,20100110,,12040303
X0C95520901001,X0C95520901001,31010116112,20200414,1,20100110,,12040303
X8D94639701101,X8D94639701197,31010116112,20200414,97,20100110,,12040303
X8D94639701199,X8D94639701200,31010116112,20200414,2,20100110,,12040303
X9K95366002101,X9K95366002200,31010105106,20200414,100,20100110,,12040303
X9K95366002001,X9K95366002100,31010105106,20200414,100,20100110,,12040303
X9K95366004501,X9K95366004600,31010105106,20200414,100,20100110,,12040303
X9K95366003801,X9K95366003900,31010105106,20200414,100,20100110,,12040303
X9K95366004901,X9K95366005000,31010105106,20200414,100,20100110,,12040303
X9K95366003501,X9K95366003600,31010105106,20200414,100,20100110,,12040303
X9K95366003001,X9K95366003100,31010105106,20200414,100,20100110,,12040303
X9K95366004101,X9K95366004200,31010105106,20200414,100,20100110,,12040303
X9K95366002801,X9K95366002900,31010105106,20200414,100,20100110,,12040303
X9K95366002301,X9K95366002400,31010105106,20200414,100,20100110,,12040303
X9K95366005001,X9K95366005100,31010105106,20200414,100,20100110,,12040303
X9K95366002701,X9K95366002800,31010105106,20200414,100,20100110,,12040303
X9K95366004401,X9K95366004500,31010105106,20200414,100,20100110,,12040303
X9K95366002501,X9K95366002600,31010105106,20200414,100,20100110,,12040303
X9K95366003101,X9K95366003200,31010105106,20200414,100,20100110,,12040303
X9K95366004601,X9K95366004700,31010105106,20200414,100,20100110,,12040303
X9K95366002901,X9K95366003000,31010105106,20200414,100,20100110,,12040303
X9K95366003901,X9K95366004000,31010105106,20200414,100,20100110,,12040303
X9K95366004801,X9K95366004900,31010105106,20200414,100,20100110,,12040303
X9K95366003701,X9K95366003800,31010105106,20200414,100,20100110,,12040303
X9K95366005401,X9K95366005500,31010105106,20200414,100,20100110,,12040303
X9K95366002201,X9K95366002300,31010105106,20200414,100,20100110,,12040303
X9K95366005301,X9K95366005400,31010105106,20200414,100,20100110,,12040303
X9K95366004001,X9K95366004100,31010105106,20200414,100,20100110,,12040303
X9K95366004201,X9K95366004300,31010105106,20200414,100,20100110,,12040303
X9K95366004301,X9K95366004400,31010105106,20200414,100,20100110,,12040303
X9K95366003401,X9K95366003500,31010105106,20200414,100,20100110,,12040303
X9K95366002401,X9K95366002500,31010105106,20200414,100,20100110,,12040303
X9K95366003201,X9K95366003300,31010105106,20200414,100,20100110,,12040303
X0A95402000601,X0A95402000700,31010105106,20200414,100,20100110,,12040303
X0A95402001101,X0A95402001200,31010105106,20200414,100,20100110,,12040303
X0A95402001701,X0A95402001800,31010105106,20200414,100,20100110,,12040303
X9K95366003601,X9K95366003700,31010105106,20200414,100,20100110,,12040303
X0A95402001001,X0A95402001100,31010105106,20200414,100,20100110,,12040303
X0A95402000101,X0A95402000200,31010105106,20200414,100,20100110,,12040303
X0A95402000201,X0A95402000300,31010105106,20200414,100,20100110,,12040303
X0A95402000901,X0A95402001000,31010105106,20200414,100,20100110,,12040303
X0A95402001401,X0A95402001500,31010105106,20200414,100,20100110,,12040303
X0A95402000001,X0A95402000100,31010105106,20200414,100,20100110,,12040303
X0A95402001901,X0A95402002000,31010105106,20200414,100,20100110,,12040303
X9K95366003301,X9K95366003400,31010105106,20200414,100,20100110,,12040303
X0A95402001201,X0A95402001300,31010105106,20200414,100,20100110,,12040303
X0A95402001601,X0A95402001700,31010105106,20200414,100,20100110,,12040303
X0A95402001801,X0A95402001900,31010105106,20200414,100,20100110,,12040303
X0A95402000801,X0A95402000900,31010105106,20200414,100,20100110,,12040303
X0A95402001501,X0A95402001600,31010105106,20200414,100,20100110,,12040303
X0A95402000301,X0A95402000400,31010105106,20200414,100,20100110,,12040303
X0A95402001301,X0A95402001400,31010105106,20200414,100,20100110,,12040303
X0A95402000701,X0A95402000800,31010105106,20200414,100,20100110,,12040303
X9K95366002601,X9K95366002700,31010105106,20200414,100,20100110,,12040303
X9K95366005201,X9K95366005300,31010105106,20200414,100,20100110,,12040303
X0A95402000501,X0A95402000600,31010105106,20200414,100,20100110,,12040303
X0A95402000401,X0A95402000500,31010105106,20200414,100,20100110,,12040303
